date,time,datetime,id,minutes
8/24/15,3:40 pm,2015-08-24T15:40:00,2037,18
8/25/15,9:40 am,2015-08-25T09:40:00,1072,7
8/25/15,2:11 pm,2015-08-25T14:11:00,1713,6
8/25/15,2:11 pm,2015-08-25T14:11:00,1713,6
8/25/15,2:11 pm,2015-08-25T14:11:00,2037,15
8/25/15,2:11 pm,2015-08-25T14:11:00,2037,15
8/25/15,5:12 pm,2015-08-25T17:12:00,2030,37
8/25/15,6:52 pm,2015-08-25T18:52:00,2037,15
8/25/15,6:52 pm,2015-08-25T18:52:00,2037,15
8/26/15,7:15 am,2015-08-26T07:15:00,2029,15
8/26/15,7:15 am,2015-08-26T07:15:00,2029,15
8/26/15,7:46 am,2015-08-26T07:46:00,1066,27
8/26/15,11:03 am,2015-08-26T11:03:00,2033,6
8/26/15,11:03 am,2015-08-26T11:03:00,2033,6
8/26/15,3:47 pm,2015-08-26T15:47:00,1057,12
8/27/15,5:49 pm,2015-08-27T17:49:00,2035,30
8/27/15,5:49 pm,2015-08-27T17:49:00,2035,30
8/27/15,5:49 pm,2015-08-27T17:49:00,2035,15
8/27/15,5:49 pm,2015-08-27T17:49:00,2035,15
8/28/15,5:15 am,2015-08-28T05:15:00,2028,23
8/28/15,5:50 am,2015-08-28T05:50:00,2010,23
8/28/15,5:50 am,2015-08-28T05:50:00,2010,23
8/28/15,7:52 am,2015-08-28T07:52:00,1532,10
8/28/15,2:02 pm,2015-08-28T14:02:00,2010,8
8/28/15,4:38 pm,2015-08-28T16:38:00,2023,10
8/28/15,4:38 pm,2015-08-28T16:38:00,2023,10
8/28/15,5:35 pm,2015-08-28T17:35:00,2026,24
8/30/15,11:00 pm,2015-08-30T23:00:00,2029,6
8/30/15,11:00 pm,2015-08-30T23:00:00,2029,6
8/31/15,5:07 am,2015-08-31T05:07:00,1803,13
8/31/15,10:05 am,2015-08-31T10:05:00,1131,6
8/31/15,5:15 pm,2015-08-31T17:15:00,1068,47
8/31/15,9:25 pm,2015-08-31T21:25:00,2031,38
8/31/15,9:25 pm,2015-08-31T21:25:00,2031,38
9/1/15,10:40 pm,2015-09-01T22:40:00,825,22
9/2/15,5:11 am,2015-09-02T05:11:00,2029,0
9/2/15,6:13 am,2015-09-02T06:13:00,2029,4
9/2/15,6:13 am,2015-09-02T06:13:00,2029,0
9/2/15,7:00 am,2015-09-02T07:00:00,1036,1
9/3/15,5:58 am,2015-09-03T05:58:00,1051,8
9/3/15,7:41 am,2015-09-03T07:41:00,1057,6
9/3/15,7:41 am,2015-09-03T07:41:00,1057,6
9/3/15,7:41 am,2015-09-03T07:41:00,1057,6
9/3/15,7:41 am,2015-09-03T07:41:00,1057,6
9/3/15,9:30 am,2015-09-03T09:30:00,1131,8
9/3/15,10:34 am,2015-09-03T10:34:00,2038,10
9/3/15,11:10 am,2015-09-03T11:10:00,1133,5
9/3/15,6:05 pm,2015-09-03T18:05:00,2038,20
9/3/15,6:05 pm,2015-09-03T18:05:00,2038,0
9/4/15,7:47 am,2015-09-04T07:47:00,1823,6
9/4/15,1:06 pm,2015-09-04T13:06:00,1646,18
9/4/15,1:14 pm,2015-09-04T13:14:00,1716,0
9/4/15,9:20 pm,2015-09-04T21:20:00,1131,8
9/4/15,11:55 pm,2015-09-04T23:55:00,2023,5
9/5/15,6:45 am,2015-09-05T06:45:00,2018,13
9/5/15,8:35 am,2015-09-05T08:35:00,293,7
9/5/15,9:15 am,2015-09-05T09:15:00,1032,7
9/5/15,5:10 pm,2015-09-05T17:10:00,219,14
9/8/15,12:00 am,2015-09-08T00:00:00,1057,0
9/8/15,7:58 am,2015-09-08T07:58:00,1058,23
9/8/15,3:20 pm,2015-09-08T15:20:00,2002,11
9/8/15,5:00 pm,2015-09-08T17:00:00,1057,14
9/9/15,5:05 am,2015-09-09T05:05:00,1724,6
9/9/15,6:56 am,2015-09-09T06:56:00,1715,4
9/9/15,7:37 am,2015-09-09T07:37:00,293,17
9/9/15,10:00 am,2015-09-09T10:00:00,2006,10
9/9/15,1:35 pm,2015-09-09T13:35:00,1036,7
9/9/15,2:45 pm,2015-09-09T14:45:00,1069,0
9/9/15,8:45 pm,2015-09-09T20:45:00,2026,25
9/10/15,4:45 am,2015-09-10T04:45:00,1036,17
9/10/15,7:15 am,2015-09-10T07:15:00,1628,49
9/10/15,9:26 am,2015-09-10T09:26:00,1708,12
9/10/15,5:12 pm,2015-09-10T17:12:00,2020,0
9/10/15,9:55 pm,2015-09-10T21:55:00,1116,12
9/11/15,6:30 am,2015-09-11T06:30:00,1133,10
9/11/15,1:05 pm,2015-09-11T13:05:00,2006,0
9/11/15,5:00 pm,2015-09-11T17:00:00,1116,5
9/11/15,8:35 pm,2015-09-11T20:35:00,1055,0
9/11/15,11:00 pm,2015-09-11T23:00:00,1131,9
9/11/15,11:10 pm,2015-09-11T23:10:00,1029,0
9/12/15,7:00 am,2015-09-12T07:00:00,1641,0
9/12/15,5:10 pm,2015-09-12T17:10:00,219,10
9/12/15,7:30 pm,2015-09-12T19:30:00,1031,27
9/13/15,4:30 pm,2015-09-13T16:30:00,1820,0
9/14/15,6:00 am,2015-09-14T06:00:00,1034,36
9/14/15,6:07 am,2015-09-14T06:07:00,2030,17
9/14/15,6:31 am,2015-09-14T06:31:00,1058,11
9/14/15,5:20 pm,2015-09-14T17:20:00,1135,14
9/14/15,6:32 pm,2015-09-14T18:32:00,1032,7
9/15/15,12:00 am,2015-09-15T00:00:00,1068,6
9/15/15,7:02 am,2015-09-15T07:02:00,2004,5
9/15/15,11:00 am,2015-09-15T11:00:00,2020,12
9/15/15,4:05 pm,2015-09-15T16:05:00,235,7
9/16/15,5:15 am,2015-09-16T05:15:00,2033,0
9/16/15,5:15 am,2015-09-16T05:15:00,2033,0
9/16/15,6:00 am,2015-09-16T06:00:00,2033,46
9/16/15,6:42 am,2015-09-16T06:42:00,1131,0
9/16/15,6:55 am,2015-09-16T06:55:00,2033,0
9/16/15,3:40 pm,2015-09-16T15:40:00,1807,18
9/16/15,3:40 pm,2015-09-16T15:40:00,1123,16
9/16/15,3:40 pm,2015-09-16T15:40:00,1123,16
9/17/15,7:30 am,2015-09-17T07:30:00,2028,15
9/17/15,9:10 am,2015-09-17T09:10:00,1066,10
9/17/15,9:10 am,2015-09-17T09:10:00,1066,7
9/17/15,9:10 am,2015-09-17T09:10:00,1066,8
9/17/15,1:15 pm,2015-09-17T13:15:00,1032,22
9/17/15,8:42 pm,2015-09-17T20:42:00,1513,10
9/18/15,12:00 am,2015-09-18T00:00:00,1119,7
9/18/15,6:48 am,2015-09-18T06:48:00,1051,9
9/18/15,9:40 am,2015-09-18T09:40:00,010,21
9/18/15,11:57 am,2015-09-18T11:57:00,1129,7
9/19/15,11:20 am,2015-09-19T11:20:00,1803,15
9/21/15,6:00 am,2015-09-21T06:00:00,1061,11
9/21/15,6:37 am,2015-09-21T06:37:00,1821,4
9/21/15,11:20 am,2015-09-21T11:20:00,724,0
9/21/15,3:23 pm,2015-09-21T15:23:00,766,7
9/21/15,4:00 pm,2015-09-21T16:00:00,1129,10
9/21/15,4:02 pm,2015-09-21T16:02:00,1128,7
9/21/15,6:15 pm,2015-09-21T18:15:00,1070,10
9/22/15,8:02 am,2015-09-22T08:02:00,1129,28
9/22/15,2:00 pm,2015-09-22T14:00:00,2035,9
9/22/15,5:15 pm,2015-09-22T17:15:00,2006,9
9/22/15,10:35 pm,2015-09-22T22:35:00,1522,32
9/23/15,7:00 am,2015-09-23T07:00:00,1116,30
9/23/15,7:18 am,2015-09-23T07:18:00,1123,3
9/23/15,7:46 am,2015-09-23T07:46:00,1709,11
9/23/15,10:15 am,2015-09-23T10:15:00,1034,12
9/23/15,11:00 am,2015-09-23T11:00:00,1125,4
9/24/15,5:20 am,2015-09-24T05:20:00,1061,0
9/24/15,10:45 am,2015-09-24T10:45:00,1034,0
9/24/15,2:20 pm,2015-09-24T14:20:00,2001,20
9/24/15,4:00 pm,2015-09-24T16:00:00,2033,6
9/24/15,4:35 pm,2015-09-24T16:35:00,1129,55
9/24/15,4:35 pm,2015-09-24T16:35:00,1129,0
9/24/15,6:15 pm,2015-09-24T18:15:00,1116,14
9/25/15,12:00 am,2015-09-25T00:00:00,2005,0
9/25/15,4:52 pm,2015-09-25T16:52:00,1116,8
9/26/15,10:40 am,2015-09-26T10:40:00,1036,5
9/26/15,11:05 am,2015-09-26T11:05:00,2017,14
9/26/15,11:10 am,2015-09-26T11:10:00,1124,6
9/26/15,8:10 pm,2015-09-26T20:10:00,2026,18
9/27/15,7:20 pm,2015-09-27T19:20:00,1632,20
9/28/15,5:50 am,2015-09-28T05:50:00,1126,40
9/28/15,7:45 am,2015-09-28T07:45:00,1061,9
9/28/15,8:22 am,2015-09-28T08:22:00,1026,18
9/28/15,8:25 am,2015-09-28T08:25:00,1632,19
9/28/15,9:00 am,2015-09-28T09:00:00,2004,10
9/28/15,10:35 am,2015-09-28T10:35:00,1637,7
9/28/15,10:45 am,2015-09-28T10:45:00,1061,6
9/28/15,5:00 pm,2015-09-28T17:00:00,1074,10
9/29/15,12:00 am,2015-09-29T00:00:00,1074,0
9/29/15,4:00 am,2015-09-29T04:00:00,2001,10
9/29/15,6:40 pm,2015-09-29T18:40:00,1029,15
9/30/15,6:37 am,2015-09-30T06:37:00,1701,59
9/30/15,6:42 am,2015-09-30T06:42:00,1065,2
9/30/15,8:40 am,2015-09-30T08:40:00,1075,3
9/30/15,9:03 am,2015-09-30T09:03:00,1532,11
9/30/15,12:11 pm,2015-09-30T12:11:00,2025,6
9/30/15,12:22 pm,2015-09-30T12:22:00,2024,11
9/30/15,1:10 pm,2015-09-30T13:10:00,1075,10
9/30/15,5:20 pm,2015-09-30T17:20:00,1135,14
9/30/15,5:30 pm,2015-09-30T17:30:00,1075,14
10/1/15,12:00 am,2015-10-01T00:00:00,2007,0
10/1/15,6:56 am,2015-10-01T06:56:00,1814,8
10/1/15,7:15 am,2015-10-01T07:15:00,1629,0
10/1/15,7:37 am,2015-10-01T07:37:00,1722,12
10/1/15,7:42 am,2015-10-01T07:42:00,1513,5
10/1/15,10:40 am,2015-10-01T10:40:00,1507,6
10/1/15,12:40 pm,2015-10-01T12:40:00,1064,0
10/1/15,1:08 pm,2015-10-01T13:08:00,1701,20
10/1/15,8:07 pm,2015-10-01T20:07:00,1129,0
10/2/15,7:21 am,2015-10-02T07:21:00,1122,19
10/3/15,12:00 am,2015-10-03T00:00:00,1116,13
10/3/15,7:00 am,2015-10-03T07:00:00,1122,0
10/3/15,5:00 pm,2015-10-03T17:00:00,2005,14
10/4/15,11:00 am,2015-10-04T11:00:00,1643,9
10/5/15,12:00 am,2015-10-05T00:00:00,1066,6
10/5/15,6:10 am,2015-10-05T06:10:00,1061,6
10/5/15,11:57 am,2015-10-05T11:57:00,2014,13
10/5/15,5:25 pm,2015-10-05T17:25:00,1031,18
10/5/15,5:45 pm,2015-10-05T17:45:00,1030,11
10/5/15,7:19 pm,2015-10-05T19:19:00,1029,30
10/5/15,9:02 pm,2015-10-05T21:02:00,1508,9
10/6/15,9:20 am,2015-10-06T09:20:00,1055,9
10/6/15,11:15 am,2015-10-06T11:15:00,1527,5
10/6/15,3:00 pm,2015-10-06T15:00:00,1054,10
10/6/15,10:35 pm,2015-10-06T22:35:00,1051,7
10/7/15,9:57 am,2015-10-07T09:57:00,1123,13
10/7/15,5:15 pm,2015-10-07T17:15:00,1129,0
10/7/15,5:30 pm,2015-10-07T17:30:00,1131,12
10/7/15,7:40 pm,2015-10-07T19:40:00,1074,8
10/8/15,5:50 am,2015-10-08T05:50:00,2029,0
10/8/15,7:00 am,2015-10-08T07:00:00,504,0
10/8/15,10:29 am,2015-10-08T10:29:00,1711,10
10/8/15,5:45 pm,2015-10-08T17:45:00,1054,0
10/8/15,7:45 pm,2015-10-08T19:45:00,1128,13
10/9/15,12:00 am,2015-10-09T00:00:00,649,0
10/9/15,12:59 am,2015-10-09T00:59:00,2025,9
10/9/15,4:20 am,2015-10-09T04:20:00,2004,20
10/9/15,5:26 am,2015-10-09T05:26:00,1533,0
10/9/15,7:20 am,2015-10-09T07:20:00,2026,25
10/9/15,12:02 pm,2015-10-09T12:02:00,1803,39
10/9/15,4:35 pm,2015-10-09T16:35:00,1126,11
10/9/15,5:00 pm,2015-10-09T17:00:00,1533,0
10/9/15,5:20 pm,2015-10-09T17:20:00,1029,10
10/9/15,5:23 pm,2015-10-09T17:23:00,2004,30
10/9/15,5:40 pm,2015-10-09T17:40:00,1121,24
10/10/15,2:00 pm,2015-10-10T14:00:00,1123,0
10/11/15,6:50 am,2015-10-11T06:50:00,1064,17
10/11/15,8:30 am,2015-10-11T08:30:00,384,37
10/12/15,12:00 am,2015-10-12T00:00:00,1131,10
10/12/15,6:05 am,2015-10-12T06:05:00,2028,10
10/12/15,6:35 am,2015-10-12T06:35:00,2037,5
10/12/15,12:00 pm,2015-10-12T12:00:00,1138,35
10/12/15,1:05 pm,2015-10-12T13:05:00,2037,20
10/12/15,3:55 pm,2015-10-12T15:55:00,1632,49
10/12/15,4:35 pm,2015-10-12T16:35:00,330,0
10/12/15,6:42 pm,2015-10-12T18:42:00,1715,5
10/12/15,8:07 pm,2015-10-12T20:07:00,1030,17
10/12/15,9:30 pm,2015-10-12T21:30:00,1030,12
10/13/15,5:50 am,2015-10-13T05:50:00,418,10
10/13/15,9:30 pm,2015-10-13T21:30:00,1051,0
10/14/15,9:25 am,2015-10-14T09:25:00,1116,14
10/14/15,1:08 pm,2015-10-14T13:08:00,1116,15
10/14/15,4:35 pm,2015-10-14T16:35:00,1060,5
10/14/15,4:40 pm,2015-10-14T16:40:00,1030,14
10/14/15,5:00 pm,2015-10-14T17:00:00,1138,7
10/14/15,5:00 pm,2015-10-14T17:00:00,1025,15
10/14/15,7:30 pm,2015-10-14T19:30:00,1051,7
10/14/15,8:15 pm,2015-10-14T20:15:00,1034,10
10/15/15,4:00 am,2015-10-15T04:00:00,1034,28
10/15/15,5:50 am,2015-10-15T05:50:00,1122,0
10/15/15,6:09 am,2015-10-15T06:09:00,1121,5
10/15/15,12:51 pm,2015-10-15T12:51:00,1030,10
10/15/15,7:35 pm,2015-10-15T19:35:00,1138,5
10/16/15,11:15 am,2015-10-16T11:15:00,1820,2
10/16/15,6:14 pm,2015-10-16T18:14:00,418,4
10/16/15,7:20 pm,2015-10-16T19:20:00,1136,8
10/16/15,9:15 pm,2015-10-16T21:15:00,2025,0
10/17/15,8:50 am,2015-10-17T08:50:00,845,0
10/18/15,8:50 am,2015-10-18T08:50:00,2030,19
10/18/15,8:45 pm,2015-10-18T20:45:00,1126,15
10/19/15,12:00 am,2015-10-19T00:00:00,1126,10
10/19/15,12:00 am,2015-10-19T00:00:00,1814,15
10/19/15,5:15 am,2015-10-19T05:15:00,2031,6
10/19/15,6:00 am,2015-10-19T06:00:00,1065,0
10/19/15,6:30 am,2015-10-19T06:30:00,330,0
10/19/15,8:40 am,2015-10-19T08:40:00,1135,13
10/19/15,1:35 pm,2015-10-19T13:35:00,2009,0
10/19/15,5:57 pm,2015-10-19T17:57:00,828,0
10/19/15,6:00 pm,2015-10-19T18:00:00,1051,8
10/19/15,7:40 pm,2015-10-19T19:40:00,2029,6
10/19/15,8:30 pm,2015-10-19T20:30:00,1027,6
10/20/15,8:55 am,2015-10-20T08:55:00,010,8
10/20/15,6:20 pm,2015-10-20T18:20:00,1138,55
10/21/15,12:00 am,2015-10-21T00:00:00,3247,29
10/21/15,12:00 am,2015-10-21T00:00:00,200,12
10/21/15,8:07 pm,2015-10-21T20:07:00,2009,90
10/22/15,1:24 pm,2015-10-22T13:24:00,1066,4
10/22/15,7:20 pm,2015-10-22T19:20:00,2037,17
10/22/15,7:30 pm,2015-10-22T19:30:00,1720,7
10/23/15,5:50 am,2015-10-23T05:50:00,2015,0
10/23/15,11:06 am,2015-10-23T11:06:00,1628,6
10/23/15,10:15 pm,2015-10-23T22:15:00,1054,8
10/24/15,12:00 pm,2015-10-24T12:00:00,2027,57
10/24/15,1:20 pm,2015-10-24T13:20:00,2037,2
10/24/15,2:35 pm,2015-10-24T14:35:00,2037,8
10/24/15,3:20 pm,2015-10-24T15:20:00,2025,4
10/24/15,5:10 pm,2015-10-24T17:10:00,2016,0
10/25/15,10:00 am,2015-10-25T10:00:00,1643,10
10/25/15,2:20 pm,2015-10-25T14:20:00,1052,5
10/26/15,6:00 am,2015-10-26T06:00:00,1522,4
10/26/15,6:40 am,2015-10-26T06:40:00,2017,32
10/26/15,5:40 pm,2015-10-26T17:40:00,1119,11
10/27/15,7:47 am,2015-10-27T07:47:00,1054,3
10/27/15,8:10 am,2015-10-27T08:10:00,010,4
10/27/15,10:15 am,2015-10-27T10:15:00,1126,6
10/27/15,3:55 pm,2015-10-27T15:55:00,2010,8
10/28/15,6:35 am,2015-10-28T06:35:00,1055,7
10/28/15,7:20 am,2015-10-28T07:20:00,2026,26
10/28/15,8:28 am,2015-10-28T08:28:00,1034,53
10/28/15,11:22 am,2015-10-28T11:22:00,2026,45
10/28/15,8:22 pm,2015-10-28T20:22:00,1508,10
10/29/15,12:00 am,2015-10-29T00:00:00,2031,19
10/29/15,6:00 am,2015-10-29T06:00:00,2015,22
10/29/15,6:00 am,2015-10-29T06:00:00,1027,6
10/29/15,10:15 am,2015-10-29T10:15:00,1643,21
10/29/15,7:14 pm,2015-10-29T19:14:00,1121,12
10/29/15,8:30 pm,2015-10-29T20:30:00,2024,11
10/30/15,1:50 pm,2015-10-30T13:50:00,2019,0
10/30/15,10:45 pm,2015-10-30T22:45:00,2002,22
10/31/15,12:00 am,2015-10-31T00:00:00,2039,27
11/1/15,7:00 am,2015-11-01T07:00:00,1034,0
11/1/15,7:00 am,2015-11-01T07:00:00,1638,11
11/2/15,6:00 am,2015-11-02T06:00:00,2022,18
11/2/15,6:58 am,2015-11-02T06:58:00,1827,5
11/2/15,7:15 am,2015-11-02T07:15:00,2005,6
11/2/15,7:37 am,2015-11-02T07:37:00,1705,3
11/2/15,8:02 am,2015-11-02T08:02:00,2025,3
11/2/15,4:02 pm,2015-11-02T16:02:00,2016,22
11/3/15,12:00 am,2015-11-03T00:00:00,1135,23
11/3/15,5:15 am,2015-11-03T05:15:00,2027,11
11/3/15,6:55 am,2015-11-03T06:55:00,293,5
11/3/15,7:20 pm,2015-11-03T19:20:00,2001,7
11/3/15,10:15 pm,2015-11-03T22:15:00,1715,9
11/4/15,12:00 am,2015-11-04T00:00:00,2001,20
11/4/15,6:50 am,2015-11-04T06:50:00,1129,12
11/4/15,6:58 am,2015-11-04T06:58:00,1705,6
11/4/15,8:45 am,2015-11-04T08:45:00,2028,8
11/4/15,7:29 pm,2015-11-04T19:29:00,2019,0
11/5/15,12:00 am,2015-11-05T00:00:00,2023,8
11/5/15,12:00 am,2015-11-05T00:00:00,2006,10
11/5/15,10:44 am,2015-11-05T10:44:00,2019,23
11/5/15,2:40 pm,2015-11-05T14:40:00,1125,15
11/5/15,5:12 pm,2015-11-05T17:12:00,2017,24
11/5/15,7:00 pm,2015-11-05T19:00:00,1707,0
11/6/15,12:00 am,2015-11-06T00:00:00,2010,0
11/6/15,5:15 am,2015-11-06T05:15:00,2029,7
11/6/15,6:18 am,2015-11-06T06:18:00,1807,13
11/6/15,6:31 am,2015-11-06T06:31:00,2039,11
11/6/15,9:40 am,2015-11-06T09:40:00,2025,18
11/6/15,3:05 pm,2015-11-06T15:05:00,2027,11
11/6/15,3:07 pm,2015-11-06T15:07:00,1058,14
11/6/15,3:43 pm,2015-11-06T15:43:00,2037,11
11/6/15,5:15 pm,2015-11-06T17:15:00,2017,10
11/6/15,5:20 pm,2015-11-06T17:20:00,2003,1
11/6/15,8:50 pm,2015-11-06T20:50:00,2004,20
11/6/15,9:30 pm,2015-11-06T21:30:00,2016,35
11/6/15,9:30 pm,2015-11-06T21:30:00,2016,35
11/6/15,11:00 pm,2015-11-06T23:00:00,2010,5
11/7/15,12:00 am,2015-11-07T00:00:00,2024,83
11/7/15,2:00 pm,2015-11-07T14:00:00,1074,26
11/7/15,7:30 pm,2015-11-07T19:30:00,834,53
11/8/15,6:40 am,2015-11-08T06:40:00,2032,12
11/8/15,10:20 am,2015-11-08T10:20:00,1643,4
11/8/15,7:05 pm,2015-11-08T19:05:00,1819,25
11/8/15,8:10 pm,2015-11-08T20:10:00,2006,20
11/9/15,12:00 am,2015-11-09T00:00:00,2027,16
11/9/15,12:00 am,2015-11-09T00:00:00,1065,10
11/9/15,12:00 am,2015-11-09T00:00:00,2027,11
11/9/15,6:00 am,2015-11-09T06:00:00,1629,3
11/9/15,7:15 am,2015-11-09T07:15:00,2034,10
11/9/15,1:10 pm,2015-11-09T13:10:00,1804,11
11/9/15,2:55 pm,2015-11-09T14:55:00,1125,7
11/9/15,3:15 pm,2015-11-09T15:15:00,1643,8
11/9/15,3:43 pm,2015-11-09T15:43:00,2008,10
11/9/15,4:05 pm,2015-11-09T16:05:00,2004,11
11/9/15,7:45 pm,2015-11-09T19:45:00,2029,12
11/9/15,7:45 pm,2015-11-09T19:45:00,2029,8
11/10/15,6:00 am,2015-11-10T06:00:00,2002,13
11/10/15,6:35 am,2015-11-10T06:35:00,1055,4
11/10/15,9:47 am,2015-11-10T09:47:00,2029,7
11/10/15,5:56 pm,2015-11-10T17:56:00,1527,9
11/10/15,9:15 pm,2015-11-10T21:15:00,1121,9
11/11/15,5:00 am,2015-11-11T05:00:00,2034,0
11/11/15,5:22 am,2015-11-11T05:22:00,527,6
11/11/15,5:58 am,2015-11-11T05:58:00,2013,12
11/11/15,7:11 am,2015-11-11T07:11:00,1033,14
11/11/15,4:45 pm,2015-11-11T16:45:00,1129,7
11/11/15,6:05 pm,2015-11-11T18:05:00,2037,9
11/11/15,7:40 pm,2015-11-11T19:40:00,1121,9
11/12/15,12:00 am,2015-11-12T00:00:00,2016,0
11/12/15,11:15 am,2015-11-12T11:15:00,1719,1
11/12/15,7:40 pm,2015-11-12T19:40:00,1819,37
11/13/15,5:45 am,2015-11-13T05:45:00,1807,6
11/13/15,1:41 pm,2015-11-13T13:41:00,011,20
11/14/15,10:40 am,2015-11-14T10:40:00,2025,20
11/16/15,12:00 am,2015-11-16T00:00:00,011,115
11/16/15,6:35 am,2015-11-16T06:35:00,1055,6
11/16/15,6:58 am,2015-11-16T06:58:00,1705,13
11/16/15,7:00 am,2015-11-16T07:00:00,2012,21
11/16/15,7:00 am,2015-11-16T07:00:00,1125,9
11/16/15,7:15 am,2015-11-16T07:15:00,1122,10
11/16/15,7:25 am,2015-11-16T07:25:00,2021,5
11/16/15,7:20 pm,2015-11-16T19:20:00,1531,18
11/16/15,11:50 pm,2015-11-16T23:50:00,2037,0
11/17/15,12:00 am,2015-11-17T00:00:00,2019,12
11/17/15,5:50 am,2015-11-17T05:50:00,383,10
11/17/15,2:41 pm,2015-11-17T14:41:00,1072,6
11/17/15,3:23 pm,2015-11-17T15:23:00,1801,13
11/17/15,5:00 pm,2015-11-17T17:00:00,1508,3
11/17/15,5:00 pm,2015-11-17T17:00:00,1508,3
11/17/15,5:40 pm,2015-11-17T17:40:00,2029,16
11/18/15,5:00 am,2015-11-18T05:00:00,1065,11
11/18/15,7:00 am,2015-11-18T07:00:00,1531,3
11/18/15,7:18 am,2015-11-18T07:18:00,1115,17
11/18/15,7:30 am,2015-11-18T07:30:00,2002,47
11/18/15,7:37 am,2015-11-18T07:37:00,2018,9
11/18/15,4:20 pm,2015-11-18T16:20:00,1121,5
11/18/15,7:35 pm,2015-11-18T19:35:00,1718,10
11/19/15,7:51 am,2015-11-19T07:51:00,1718,6
11/19/15,8:00 am,2015-11-19T08:00:00,1122,12
11/19/15,4:40 pm,2015-11-19T16:40:00,1136,12
11/20/15,5:20 am,2015-11-20T05:20:00,2030,23
11/20/15,6:09 am,2015-11-20T06:09:00,2032,4
11/20/15,8:11 am,2015-11-20T08:11:00,1704,17
11/20/15,4:02 pm,2015-11-20T16:02:00,1115,6
11/21/15,8:35 am,2015-11-21T08:35:00,1718,31
11/22/15,8:40 am,2015-11-22T08:40:00,2030,3
11/22/15,12:50 pm,2015-11-22T12:50:00,1115,6
11/22/15,1:05 pm,2015-11-22T13:05:00,2028,33
11/22/15,4:35 pm,2015-11-22T16:35:00,2014,58
11/23/15,4:00 am,2015-11-23T04:00:00,2003,12
11/23/15,3:30 pm,2015-11-23T15:30:00,2037,0
11/23/15,5:50 pm,2015-11-23T17:50:00,1032,22
11/23/15,6:30 pm,2015-11-23T18:30:00,1032,12
11/24/15,6:35 am,2015-11-24T06:35:00,1718,16
11/24/15,7:00 am,2015-11-24T07:00:00,1134,0
11/24/15,7:20 am,2015-11-24T07:20:00,2014,15
11/24/15,7:50 am,2015-11-24T07:50:00,1032,15
11/24/15,5:00 pm,2015-11-24T17:00:00,2039,5
11/24/15,9:02 pm,2015-11-24T21:02:00,1532,13
11/25/15,12:00 am,2015-11-25T00:00:00,2025,8
11/25/15,12:00 am,2015-11-25T00:00:00,2025,0
11/25/15,12:05 pm,2015-11-25T12:05:00,1069,6
11/26/15,9:56 am,2015-11-26T09:56:00,2003,23
11/26/15,4:00 pm,2015-11-26T16:00:00,1124,10
11/27/15,5:22 am,2015-11-27T05:22:00,1650,40
11/27/15,5:50 am,2015-11-27T05:50:00,1637,28
11/28/15,2:21 pm,2015-11-28T14:21:00,1129,31
11/30/15,12:00 am,2015-11-30T00:00:00,1129,30
11/30/15,7:25 am,2015-11-30T07:25:00,1133,21
11/30/15,5:30 pm,2015-11-30T17:30:00,2029,6
12/1/15,5:22 am,2015-12-01T05:22:00,1629,13
12/1/15,7:30 am,2015-12-01T07:30:00,1072,14
12/1/15,7:55 am,2015-12-01T07:55:00,2002,36
12/1/15,2:27 pm,2015-12-01T14:27:00,2015,10
12/1/15,5:15 pm,2015-12-01T17:15:00,293,5
